repo,focal_method,test_method,missed_branches,total_branches,missed_lines,total_lines,branch_coverage,line_coverage
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Line.java###getTextElements,test16,1399,1399,2775,2817,0.0,0.014909478168264111
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/ProjectionProfile.java###filter,test03,1397,1399,2811,2817,0.0014295925661186562,0.002129925452609159
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/ProjectionProfile.java###filter,test12,1399,1399,2816,2817,0.0,0.0003549875754348598
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/ProjectionProfile.java###filter,test13,1399,1399,2816,2817,0.0,0.0003549875754348598
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Pair.java###getRight,test1,1399,1399,2812,2817,0.0,0.001774937877174299
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Ruling.java###collapseOrientedRulings,test00,1394,1399,2801,2817,0.0035739814152966403,0.0056798012069577564
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Ruling.java###collapseOrientedRulings,test05,1393,1399,2798,2817,0.004288777698355968,0.0067447639332623354
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test00,1396,1399,2769,2817,0.002144388849177984,0.01703940362087327
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test01,1397,1399,2774,2817,0.0014295925661186562,0.01526446574369897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test02,1397,1399,2774,2817,0.0014295925661186562,0.01526446574369897
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test07,1397,1399,2779,2817,0.0014295925661186562,0.013489527866524671
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test12,1394,1399,2766,2817,0.0035739814152966403,0.01810436634717785
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/RectangularTextContainer.java###merge,test13,1396,1399,2772,2817,0.002144388849177984,0.01597444089456869
tabulapdf_tabula-java,tabulapdf_tabula-java/src/main/java/technology/tabula/Cell.java###getText,test02,1399,1399,2773,2817,0.0,0.01561945331913383
